Day,Time,Group,Food Name,Amount,Energy (kcal),Oxalate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Alpha-carotene (µg),Beta-carotene (µg),Beta-cryptoxanthin (µg),Choline (mg),Folate (µg),Lutein+Zeaxanthin (µg),Lycopene (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iodine (µg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Fructose (g),Starch (g),Sucrose (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Alanine (g),Arginine (g),Aspartic acid (g),Cystine (g),Glutamic acid (g),Glycine (g),Histidine (g),Hydroxyproline (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Proline (g),Protein (g),Serine (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2023-09-18,,"Staples","Red Bell Peppers, Raw","38.40 g",9.98,1.69,35.41,0.02,0.03,0.38,0.12,0.11,0.00,7.68,623.58,188.15,2.15,17.66,19.58,571.35,60.12,49.03,0.00,0.61,1.88,2.69,0.01,,0.17,4.61,0.04,9.98,81.02,0.04,1.54,0.10,2.32,0.81,0.87,0.00,0.00,1.61,1.48,0.12,0.00,0.00,0.06,0.02,0.00,0.02,0.00,0.01,0.01,0.11,0.01,0.08,0.01,0.01,,0.01,0.01,0.01,0.00,0.02,0.01,0.38,0.02,0.02,0.00,0.00,0.01,"Vegetables and Vegetable Products"
2023-09-18,,"Staples","Fish, Salmon, Pink, Canned, Drained Solids","290.00 g",400.20,,205.06,0.08,0.59,21.49,1.63,0.30,14.35,,,,254.62,11.60,,,58.00,,1682.00,3.71,0.29,820.70,0.24,,2.23,92.80,0.09,1099.10,965.70,114.55,1104.90,2.78,,,,,,,,14.56,240.70,3.51,4.37,2.60,0.08,3.54,0.29,4.27,4.20,8.41,0.52,9.48,4.12,1.77,,3.11,5.10,5.74,1.88,2.76,2.83,66.99,2.96,3.48,0.72,2.42,3.59,"Finfish and Shellfish Products"
2023-09-18,9:01 PM,"Supplements","Canned Beets","0.00 Can",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,""
2023-09-18,5:09 PM,"Supplements","Lone Star Bee Lime Honey","0.00 g",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,""
2023-09-18,,"Supplements","Walnuts","0.00 g",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Nut and Seed Products"
2023-09-18,,"Supplements","Raspberries, Frozen, Unsweetened","0.00 g",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fruits and Fruit Juices"
2023-09-18,,"Supplements","Blueberries, Frozen, Unsweetened","180.00 g",91.80,4.43,155.86,0.06,0.07,0.94,0.23,0.11,0.00,0.00,50.40,0.00,9.18,12.60,122.40,0.00,4.20,4.50,0.00,0.86,29.52,14.40,0.06,,0.32,9.00,0.26,19.80,97.20,0.18,1.80,0.13,21.91,4.86,7.51,0.05,0.16,15.21,17.05,1.15,0.00,0.16,0.50,0.10,0.00,0.20,0.30,0.03,0.04,0.06,0.01,0.09,0.03,0.01,,0.02,0.05,0.01,0.01,0.03,0.03,0.76,0.02,0.02,0.00,0.01,0.03,"Fruits and Fruit Juices"
2023-09-18,,"Supplements","Mango, frozen","160.00 g",96.00,0.72,133.54,0.04,0.06,1.07,0.32,0.19,0.00,14.40,1024.00,16.00,12.16,68.80,36.80,4.80,86.60,58.24,0.00,1.44,6.72,17.60,0.18,,0.26,16.00,0.10,22.40,268.80,0.96,1.60,0.14,23.97,2.56,7.49,0.37,11.15,21.86,21.15,0.61,0.00,0.22,0.11,0.15,0.00,0.08,0.03,0.13,0.05,0.11,0.00,0.15,0.05,0.03,,0.05,0.08,0.11,0.01,0.04,0.05,1.31,0.06,0.05,0.02,0.03,0.07,"Fruits and Fruit Juices"
2023-09-18,,"Supplements","Strawberries, Frozen, Unsweetened","140.00 g",49.00,6.30,125.96,0.03,0.05,0.65,0.15,0.04,0.00,0.00,37.80,0.00,7.98,23.80,36.40,0.00,3.15,57.68,0.00,0.41,3.08,22.40,0.07,0.56,1.05,15.40,0.41,18.20,207.20,0.98,2.80,0.18,12.78,2.94,3.04,0.00,0.52,6.38,9.54,0.15,0.00,0.02,0.08,0.01,0.00,0.03,0.04,0.03,0.03,0.13,0.01,0.09,0.02,0.01,,0.01,0.03,0.02,0.00,0.02,0.02,0.60,0.02,0.02,0.01,0.02,0.02,"Fruits and Fruit Juices"
2023-09-18,,"Supplements","Coconut Milk","110.00 g",178.75,,,,,,,,,,,,,,,,0.00,0.00,0.00,,,2.75,,,0.00,,,,77.00,,34.38,,2.75,0.00,,,,1.38,2.75,17.88,0.00,,,16.50,0.00,,,,,,,,,,,,,,,,,1.38,,,,,,""
2023-09-18,,"Supplements","Tamarind, Fresh","15.00 g",35.85,2.99,4.71,0.06,0.02,0.29,0.02,0.01,0.00,0.00,2.70,0.00,1.29,2.10,0.00,0.00,0.22,0.53,0.00,0.02,0.42,11.10,0.01,,0.42,13.80,0.02,16.95,94.20,0.20,4.20,0.02,9.38,0.76,1.75,0.00,0.00,5.82,8.61,0.09,0.00,0.03,0.01,0.04,0.00,0.00,0.01,0.02,0.02,0.03,0.01,0.03,0.01,0.01,,0.02,0.02,0.01,0.00,0.02,0.13,0.42,0.02,0.02,0.00,0.02,0.02,"Fruits and Fruit Juices"
2023-09-18,,"Supplements","Olive Oil","12.00 g",106.08,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,1.72,7.22,0.12,0.00,0.04,0.07,0.00,0.00,0.00,0.12,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,8.76,1.26,1.66,0.02,0.09,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fats and Oils"
2023-09-18,,"Supplements","Food For Life, Ezekial 4:9 Sesame Bread","2.00 Slice",160.00,,,0.20,,4.00,,0.20,,,,,,36.00,,,,,0.00,,,20.00,,,4.00,52.00,1.60,144.00,166.00,26.00,160.00,4.00,30.00,6.00,,,,0.00,24.00,2.00,0.00,,,0.00,0.00,,,,,,,,,,,,,,,,,10.00,,,,,,"Baked Products"
2023-09-18,,"Supplements","Rooibos Tea","4.50 cup",0.00,0.00,1075.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.11,,0.00,10.67,0.00,0.00,0.00,0.00,42.66,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,""
2023-09-19,,"Notes","Calorie","2500.00 1",2500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2023-09-19,,"Notes","Protein","100.00 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,""
2023-09-19,9:00 AM,"Staples","Black Pepper, Ground","1.00 tsp",5.77,12.86,0.29,0.00,0.00,0.03,0.03,0.01,0.00,0.28,7.13,0.58,0.26,0.39,10.44,0.46,0.63,0.00,0.00,0.02,3.77,10.19,0.03,,0.22,3.93,0.29,3.63,30.57,0.11,0.46,0.03,1.47,0.58,0.01,0.93,0.00,0.01,0.89,0.07,0.00,0.02,0.02,0.03,0.00,0.00,0.02,0.01,0.01,0.03,0.00,0.03,0.01,0.00,,0.01,0.02,0.01,0.00,0.01,0.03,0.24,0.01,0.01,0.00,0.01,0.01,"Spices and Herbs"
2023-09-19,9:00 AM,"Staples","Turmeric, Ground","1.00 tsp",9.78,63.60,0.40,0.00,0.00,0.04,0.02,0.00,0.00,0.00,0.00,0.00,1.54,0.63,0.00,0.00,0.00,0.02,0.00,0.14,0.42,5.26,0.04,,1.72,6.52,0.62,9.37,65.17,0.19,0.85,0.14,2.10,0.71,0.01,1.29,0.07,0.10,1.39,0.10,0.00,0.01,0.02,0.06,0.00,0.00,0.02,0.01,0.02,0.06,0.00,0.04,0.01,0.00,,0.01,0.03,0.01,0.00,0.02,0.02,0.30,0.01,0.01,0.01,0.01,0.02,"Spices and Herbs"
2023-09-19,8:18 PM,"Staples","Jarrow Formulas, EPA-DHA Balance","2.00 softgel",20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,0.00,1.20,,,,,,,,,,,,,,,,,,,,,,""
2023-09-19,,"Staples","Mustard Seed","0.50 tsp",5.33,0.29,0.06,0.01,0.00,0.05,0.01,0.00,0.00,0.00,0.19,0.00,1.29,1.70,5.96,0.00,0.02,0.07,0.00,0.05,0.06,2.79,0.01,,0.10,3.89,0.03,8.69,7.75,2.19,0.14,0.06,0.29,0.13,0.00,0.10,0.04,0.07,0.17,0.38,0.00,0.24,0.11,0.02,0.00,0.04,0.06,0.01,0.02,0.03,0.01,0.06,0.02,0.01,,0.01,0.02,0.02,0.01,0.01,0.03,0.27,0.01,0.01,0.00,0.01,0.02,"Spices and Herbs"
2023-09-19,,"Staples","Blueberries, Frozen, Unsweetened","0.00 g",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fruits and Fruit Juices"
2023-09-19,,"Staples","Wasa, Crispbread, Sourdough","2.00 each",81.39,8.00,2.53,0.13,0.08,1.21,0.41,0.08,0.00,0.00,1.65,0.00,7.33,20.67,49.56,0.00,0.14,0.00,0.00,0.20,1.39,5.87,0.09,,0.63,26.23,0.61,81.54,125.15,3.32,89.87,0.67,18.11,3.70,0.03,11.77,0.17,0.23,14.41,0.42,0.00,0.07,0.18,0.05,0.00,0.03,0.16,0.11,0.12,0.15,0.08,0.57,0.11,0.05,,0.06,0.15,0.08,0.04,0.11,0.20,2.64,0.12,0.08,0.03,0.05,0.09,"Snacks"
2023-09-19,,"Staples","Fish, Salmon, Pink, Canned, Drained Solids","100.00 g",138.00,,70.71,0.03,0.20,7.41,0.56,0.11,4.95,,,,87.80,4.00,,,20.00,,580.00,1.28,0.10,283.00,0.08,,0.77,32.00,0.03,379.00,333.00,39.50,381.00,0.96,,,,,,,,5.02,83.00,1.21,1.51,0.90,0.03,1.22,0.10,1.47,1.45,2.90,0.18,3.27,1.42,0.61,,1.07,1.76,1.98,0.65,0.95,0.98,23.10,1.02,1.20,0.25,0.84,1.24,"Finfish and Shellfish Products"
2023-09-19,,"Staples","Broccoli, Cooked from Frozen","75.01 g",21.00,3.30,68.05,0.04,0.06,0.34,0.21,0.10,0.00,14.25,447.79,0.75,12.15,42.00,821.33,0.00,37.94,30.08,0.00,0.85,66.08,24.75,0.03,0.38,0.46,9.75,0.17,36.75,106.51,0.53,8.25,0.21,4.01,2.25,0.38,0.51,0.38,1.10,1.76,0.09,0.00,0.01,0.04,0.01,0.00,0.03,0.00,0.10,0.12,0.18,0.02,0.31,0.08,0.04,,0.09,0.11,0.12,0.03,0.07,0.10,2.33,0.08,0.08,0.02,0.05,0.11,"Vegetables and Vegetable Products"
2023-09-19,,"Staples","Cauliflower, Cooked from Frozen","37.54 g",7.13,1.24,35.29,0.01,0.02,0.12,0.04,0.03,0.00,0.00,2.25,0.00,12.58,15.39,9.01,0.00,0.19,11.75,0.00,0.02,4.47,6.38,0.01,0.23,0.15,3.38,0.06,9.01,52.18,0.23,6.76,0.05,1.41,1.01,0.13,0.07,0.02,0.29,0.38,0.08,0.00,0.01,0.04,0.01,0.00,0.03,0.00,0.03,0.03,0.07,0.01,0.08,0.02,0.01,,0.02,0.04,0.03,0.01,0.02,0.03,0.60,0.03,0.02,0.01,0.01,0.03,"Vegetables and Vegetable Products"
2023-09-19,,"Staples","Brussels Sprouts, Cooked from Frozen","37.54 g",15.77,2.29,32.56,0.04,0.04,0.20,0.13,0.11,0.00,0.00,208.33,0.00,6.79,37.91,578.45,0.00,17.36,17.15,0.00,0.19,72.64,9.76,0.01,0.19,0.18,6.76,0.08,21.02,108.86,0.23,5.63,0.09,3.12,1.54,0.29,0.23,0.15,0.78,1.56,0.15,0.00,0.01,0.08,0.03,0.00,0.05,0.00,0.05,0.08,0.13,0.01,0.31,0.03,0.03,,0.05,0.06,0.06,0.01,0.04,0.05,1.37,0.06,0.05,0.02,0.02,0.06,"Vegetables and Vegetable Products"
2023-09-19,,"Staples","Carrots, Cooked From Frozen","37.54 g",13.89,6.91,33.90,0.01,0.01,0.16,0.07,0.03,0.00,1394.90,3077.71,74.70,3.23,4.13,253.75,0.00,317.71,0.86,0.00,0.30,5.11,13.14,0.03,,0.20,4.13,0.06,11.64,72.07,0.23,22.15,0.13,2.90,1.24,0.11,0.12,1.29,1.53,1.58,0.26,0.00,0.01,0.13,0.05,0.00,0.02,0.00,0.03,0.02,0.04,0.02,0.09,0.01,0.01,,0.02,0.02,0.02,0.00,0.01,0.01,0.22,0.01,0.04,0.00,0.01,0.02,"Vegetables and Vegetable Products"
2023-09-19,,"Staples","Kale, Cooked from Frozen","75.01 g",27.00,1.28,67.37,0.05,0.11,0.34,0.13,0.05,0.00,7.50,1298.38,19.50,0.38,48.75,3737.62,0.00,109.32,13.35,0.00,1.21,313.91,112.51,0.05,,0.63,18.75,0.41,31.50,108.01,0.75,12.00,0.20,3.98,1.73,0.32,0.22,0.19,0.91,2.19,0.91,0.00,0.07,0.45,0.12,0.00,0.25,0.19,0.11,0.12,0.20,0.03,0.25,0.11,0.13,,0.13,0.15,0.13,0.02,0.11,0.13,2.21,0.09,0.10,0.03,0.08,0.12,"Vegetables and Vegetable Products"
2023-09-19,,"Staples","Green Bell Peppers, Raw","11.58 g",2.32,1.31,10.87,0.01,0.00,0.06,0.01,0.03,0.00,2.43,24.08,0.81,0.64,1.16,39.47,0.00,2.14,9.31,0.00,0.01,0.82,1.16,0.01,0.05,0.04,1.16,0.01,2.32,20.26,0.00,0.35,0.02,0.54,0.20,0.13,0.00,0.01,0.28,0.33,0.02,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,,0.00,0.00,0.00,0.00,0.01,0.00,0.10,0.01,0.00,0.00,0.00,0.00,"Vegetables and Vegetable Products"
2023-09-19,,"Staples","Yellow Bell Pepper, Raw","11.58 g",3.13,1.31,10.65,0.00,0.00,0.10,0.02,0.02,0.00,15.16,13.89,0.00,0.65,3.01,89.13,0.00,1.79,21.24,0.00,0.04,0.27,1.27,0.01,,0.05,1.39,0.01,2.78,24.54,0.03,0.23,0.02,0.73,0.10,0.36,0.00,0.00,0.61,0.62,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,0.00,0.00,,0.00,0.01,0.01,0.00,0.00,0.01,0.12,0.00,0.00,0.00,0.00,0.00,"Vegetables and Vegetable Products"
2023-09-19,,"Staples","Red Bell Peppers, Raw","14.22 g",3.70,0.63,13.11,0.01,0.01,0.14,0.05,0.04,0.00,2.84,230.95,69.68,0.80,6.54,7.25,211.61,22.27,18.16,0.00,0.22,0.70,1.00,0.00,,0.06,1.71,0.02,3.70,30.01,0.01,0.57,0.04,0.86,0.30,0.32,0.00,0.00,0.60,0.55,0.04,0.00,0.00,0.02,0.01,0.00,0.01,0.00,0.00,0.01,0.04,0.00,0.03,0.00,0.00,,0.00,0.01,0.01,0.00,0.01,0.00,0.14,0.01,0.01,0.00,0.00,0.00,"Vegetables and Vegetable Products"
2023-09-19,,"Staples","Michaels of Brooklyn, Marinara Sauce","140.00 g",48.06,14.47,127.40,0.06,0.04,0.88,0.16,0.17,0.00,130.42,706.42,1.02,10.38,24.89,352.74,3317.24,64.35,20.83,0.00,1.15,43.14,42.77,0.11,0.39,0.95,19.93,0.30,41.09,348.42,0.69,323.16,0.33,7.33,2.15,1.80,1.38,0.03,3.49,5.17,2.00,0.00,1.26,0.32,0.29,0.00,0.03,0.18,0.05,0.06,0.22,0.02,0.61,0.04,0.03,,0.04,0.06,0.06,0.01,0.05,0.05,1.61,0.05,0.05,0.01,0.03,0.05,""
2023-09-19,,"Staples","Creatine Monohydrate","0.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2023-09-19,9:01 PM,"Supplements","Canned Beets","0.00 Can",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,""
2023-09-19,5:09 PM,"Supplements","Lone Star Bee Lime Honey","0.00 g",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,""
2023-09-19,,"Supplements","Walnuts","0.00 g",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Nut and Seed Products"
2023-09-19,,"Supplements","Raspberries, Frozen, Unsweetened","0.00 g",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fruits and Fruit Juices"
2023-09-19,,"Supplements","Strawberries, Frozen, Unsweetened","0.00 g",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fruits and Fruit Juices"
2023-09-19,,"Supplements","Mango, frozen","0.00 g",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fruits and Fruit Juices"
2023-09-19,,"Supplements","Blueberries, Frozen, Unsweetened","0.00 g",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fruits and Fruit Juices"
2023-09-19,,"Supplements","Food For Life, Ezekial 4:9 Sesame Bread","0.00 Slice",0.00,,,0.00,,0.00,,0.00,,,,,,0.00,,,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,,,,,,,,0.00,,,,,,"Baked Products"
2023-09-19,,"Supplements","Rooibos Tea","0.00 cup",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,""
2023-09-19,,"Supplements","Olive Oil","0.00 g",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fats and Oils"
2023-09-19,,"Supplements","Tamarind, Fresh","0.00 g",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fruits and Fruit Juices"
2023-09-19,,"Supplements","Coconut Milk","0.00 g",0.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,,,0.00,,,0.00,,,,0.00,,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,,,,,,,,0.00,,,,,,""
2023-09-20,,"Notes","Calorie","2500.00 1",2500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2023-09-20,,"Notes","Protein","100.00 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,""
2023-09-21,8:18 PM,"Staples","Jarrow Formulas, EPA-DHA Balance","2.00 softgel",20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,0.00,1.20,,,,,,,,,,,,,,,,,,,,,,""
2023-09-21,,"Staples","Mustard Seed","0.50 tsp",5.33,0.29,0.06,0.01,0.00,0.05,0.01,0.00,0.00,0.00,0.19,0.00,1.29,1.70,5.96,0.00,0.02,0.07,0.00,0.05,0.06,2.79,0.01,,0.10,3.89,0.03,8.69,7.75,2.19,0.14,0.06,0.29,0.13,0.00,0.10,0.04,0.07,0.17,0.38,0.00,0.24,0.11,0.02,0.00,0.04,0.06,0.01,0.02,0.03,0.01,0.06,0.02,0.01,,0.01,0.02,0.02,0.01,0.01,0.03,0.27,0.01,0.01,0.00,0.01,0.02,"Spices and Herbs"
