Date,Energy (kcal),Oxalate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Alpha-carotene (µg),Beta-carotene (µg),Beta-cryptoxanthin (µg),Choline (mg),Folate (µg),Lutein+Zeaxanthin (µg),Lycopene (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iodine (µg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Fructose (g),Starch (g),Sucrose (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Alanine (g),Arginine (g),Aspartic acid (g),Cystine (g),Glutamic acid (g),Glycine (g),Histidine (g),Hydroxyproline (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Proline (g),Protein (g),Serine (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Completed
2024-06-18,1635.82,259.24,1960.39,1.38,1.68,25.74,5.07,2.24,8.74,3730.91,14233.39,314.57,520.30,932.16,16802.53,19.40,1389.68,318.80,1026.01,17.87,1356.44,1292.78,2.02,168.55,23.67,542.69,8.00,1847.33,4191.04,104.56,954.82,9.30,142.85,62.86,14.19,11.28,12.88,46.37,78.24,89.05,145.25,44.26,24.32,12.45,0.14,10.31,12.38,4.93,6.10,10.11,0.90,13.81,4.45,2.39,,3.80,6.05,5.97,1.79,3.73,4.01,95.61,4.12,3.98,0.98,2.84,4.39,false
2024-06-19,2307.41,370.34,1970.73,1.86,1.98,33.05,6.53,2.72,8.74,3755.52,15675.77,723.83,598.69,1023.07,18189.48,21.01,1527.95,410.19,1026.01,22.12,1370.27,1471.96,2.90,169.69,40.67,708.77,10.55,2175.53,5707.32,121.30,2948.33,11.56,264.19,92.07,31.01,13.02,41.22,109.83,167.60,103.67,145.25,36.63,28.24,12.65,0.09,13.12,13.48,6.58,7.80,14.02,1.03,16.56,7.68,2.75,1.50,4.31,6.94,6.82,2.08,4.40,6.02,125.08,5.03,4.53,1.10,3.21,5.13,false
2024-06-20,1913.21,323.09,1810.32,1.59,1.83,27.24,5.78,2.52,7.50,3745.08,15466.06,551.33,550.10,1012.43,18491.97,19.10,1497.85,370.42,881.01,18.78,1428.65,1303.84,2.63,169.95,31.27,618.82,8.91,1962.20,4959.29,187.38,2103.09,10.58,208.08,82.78,18.34,11.78,29.85,77.75,122.80,88.56,124.50,28.97,31.73,11.25,0.08,11.42,18.70,6.03,7.46,12.23,0.97,15.60,7.27,2.57,1.50,4.04,6.49,6.30,1.92,4.09,5.72,113.87,4.71,4.20,1.02,2.96,4.80,false
2024-06-21,2487.97,360.26,1694.82,1.68,2.08,32.86,6.50,2.70,11.47,3789.81,15716.73,365.94,630.48,1080.52,18684.17,22.03,1528.88,456.53,1345.01,24.56,1472.84,1610.27,2.56,169.33,30.15,642.72,11.69,2185.11,5232.37,132.19,2820.04,12.58,286.21,82.51,31.83,14.94,62.35,155.53,200.46,109.37,190.90,48.21,26.50,20.05,0.13,12.26,12.49,7.86,8.65,13.72,1.05,18.51,9.71,3.05,2.25,4.91,7.88,8.08,2.40,4.86,7.27,133.24,5.61,5.22,1.18,3.60,5.86,false
2024-06-22,1858.80,242.80,1236.17,6.05,6.62,56.59,5.32,7.34,10.98,3743.14,14615.71,305.78,554.56,1070.41,17580.84,18.46,2242.18,363.16,1287.01,18.49,1434.38,1363.25,1.58,168.99,23.77,461.81,6.28,1753.34,4497.74,215.21,2061.32,8.22,187.83,61.32,13.71,27.73,10.02,49.44,124.95,82.79,182.60,29.69,14.65,11.35,0.12,5.65,7.27,5.39,5.91,10.86,0.96,15.40,4.91,2.58,,4.21,6.68,6.80,2.03,3.98,4.67,113.37,4.42,4.39,1.03,3.06,4.84,false
2024-06-23,1950.66,304.86,1280.23,1.38,1.84,29.51,5.48,2.31,11.46,3743.14,14782.78,312.90,586.03,967.68,18176.22,18.46,1446.90,338.72,1345.01,17.50,1418.07,1520.71,2.05,168.90,28.99,550.73,8.91,2047.58,4501.76,215.32,2629.89,11.39,224.94,65.46,11.95,11.57,39.19,115.40,157.89,74.19,190.90,26.96,21.21,10.14,0.09,9.60,9.86,7.41,8.32,12.90,0.99,17.72,9.47,2.95,2.25,4.73,7.61,7.85,2.37,4.67,7.01,128.57,5.32,5.03,1.11,3.47,5.61,false
2024-06-24,2318.88,284.28,2224.36,1.33,2.49,15.62,8.36,3.04,12.17,2086.71,11393.33,942.97,1068.94,820.70,11076.09,8850.20,1986.05,423.08,538.31,18.15,816.29,2125.43,2.32,215.20,34.25,638.33,9.08,1916.99,5578.80,116.28,2811.60,13.73,188.24,53.17,20.50,43.40,15.02,73.10,133.93,123.78,1007.94,46.65,27.53,23.42,0.16,6.44,18.38,4.13,6.05,9.69,1.55,13.87,3.16,2.12,0.00,3.91,6.22,5.20,1.98,4.08,3.71,127.75,4.93,3.68,0.99,2.84,4.52,false
2024-06-25,2283.63,356.31,1924.63,1.66,1.59,16.22,5.07,2.43,1000.08,3783.98,15181.68,347.21,422.23,1070.01,18515.33,20.09,1437.27,431.89,11.01,19.52,1469.48,1007.47,2.83,169.33,45.04,753.75,14.78,1711.47,4229.62,41.51,1932.03,13.06,253.14,81.64,27.18,13.98,44.09,125.39,168.39,103.19,5.00,43.34,28.43,11.91,0.08,11.96,12.91,3.17,5.15,7.02,0.88,10.78,2.66,1.64,,2.57,4.02,3.20,1.01,2.79,3.17,125.70,3.18,2.53,0.71,1.76,3.04,false
2024-06-26,2320.97,367.05,3400.40,1.76,2.06,32.44,6.36,2.85,1010.97,3783.98,15876.60,546.14,623.17,1062.56,18934.21,20.09,1547.47,434.60,1287.01,23.34,1472.33,1784.47,2.48,173.08,29.10,713.04,10.93,2232.47,4761.94,130.09,2322.72,11.26,248.30,78.02,27.40,17.48,16.02,121.59,167.17,106.02,182.60,46.10,28.18,14.00,0.14,13.07,13.36,6.11,7.45,12.52,1.06,16.63,5.44,2.84,,4.58,7.27,7.23,2.20,4.44,4.92,133.06,4.96,4.80,1.18,3.42,5.33,false
2024-06-27,2552.61,387.82,1957.67,1.72,1.63,16.66,5.14,2.63,1000.08,3783.98,15975.70,550.00,436.70,1078.38,19153.00,20.09,1511.89,434.60,11.01,22.16,1472.71,1068.28,2.94,173.08,42.75,769.69,14.95,2229.57,4402.59,43.97,2746.32,13.39,309.59,83.44,27.41,17.48,44.26,170.48,223.02,106.10,5.00,48.30,29.29,12.91,0.08,12.03,13.69,3.24,5.43,7.22,0.90,11.11,2.72,1.67,,2.62,4.10,3.27,1.03,2.85,3.30,130.21,3.23,2.58,0.72,1.81,3.11,false
2024-06-28,2610.56,378.36,1864.30,2.01,3.28,20.40,9.95,3.39,1004.22,3417.93,15049.97,562.60,1258.31,1150.30,17143.42,8010.22,1911.29,417.10,291.28,21.61,1324.54,1091.62,2.47,303.00,34.76,612.12,10.11,2372.52,5677.26,243.53,2469.15,13.91,282.60,66.95,26.29,70.04,61.30,122.15,213.24,110.08,1068.10,37.39,37.68,22.74,0.26,8.65,26.28,4.96,6.37,10.55,1.64,16.67,3.62,2.52,,4.47,7.07,6.03,2.13,4.57,4.90,151.62,5.64,4.13,1.13,3.29,5.15,false
2024-06-29,2301.95,375.44,1928.24,1.59,1.65,15.42,5.33,2.60,1000.08,3763.56,15789.66,528.36,430.55,1113.05,18944.03,19.27,1494.76,411.90,11.01,18.95,1457.72,989.16,2.77,172.88,41.36,732.77,12.53,2176.91,4961.79,38.68,2300.75,11.20,264.08,84.69,40.73,16.60,21.36,121.58,171.30,97.89,5.00,36.18,24.49,11.80,0.06,9.79,10.99,3.07,5.10,8.15,0.89,10.96,2.59,1.63,0.00,2.55,3.98,3.24,0.99,2.76,3.21,131.40,3.12,2.51,0.71,1.74,3.02,false
2024-06-30,2053.34,359.11,2894.15,1.67,1.55,14.91,5.09,2.59,1000.08,3855.05,16807.96,689.27,419.78,1037.90,18913.37,12980.02,1590.01,386.48,11.01,20.12,1456.17,1012.20,2.91,173.07,35.62,741.66,11.82,2182.73,4342.15,130.32,2994.14,41.65,219.23,68.29,21.64,15.94,14.28,56.76,149.23,89.10,5.00,44.22,26.74,11.89,0.07,9.61,13.46,2.98,5.44,6.82,0.89,11.25,2.62,1.64,,2.57,4.03,3.32,1.05,2.80,3.20,127.59,3.09,2.54,0.70,1.78,3.03,false
2024-07-01,1710.95,272.51,1054.83,1.42,1.42,13.71,4.32,2.35,0.08,3743.14,15290.14,504.72,387.63,992.91,18264.37,18.46,1451.17,340.68,11.01,15.13,1431.76,877.71,2.37,172.71,39.00,668.60,11.11,2112.69,3622.07,38.74,1196.87,10.65,151.83,65.44,12.16,15.44,11.35,38.87,84.82,80.46,5.00,32.17,24.74,9.67,0.07,9.83,11.35,2.85,5.16,6.43,0.86,10.45,2.50,1.58,,2.46,3.86,3.09,0.97,2.69,3.04,124.74,2.98,2.41,0.68,1.70,2.90,false
2024-07-02,1274.75,185.10,739.24,0.84,1.06,8.70,3.05,1.60,0.07,3131.37,12663.86,408.56,292.38,783.83,14993.68,14.84,1202.82,246.66,9.26,10.60,1183.46,625.40,1.55,145.11,26.76,430.84,6.85,1515.76,2772.73,112.28,861.91,7.28,118.91,43.26,3.80,11.23,6.89,20.45,74.98,52.68,5.00,13.35,12.94,6.64,0.03,4.44,5.75,1.98,3.55,4.54,0.62,7.48,1.76,1.15,,1.80,2.81,2.34,0.71,1.91,2.22,102.15,2.12,1.75,0.47,1.19,2.10,false
2024-07-03,2089.43,246.91,1099.68,1.16,1.60,15.21,6.20,2.58,4.20,3913.03,15906.32,573.50,469.88,1108.25,19096.61,18.37,1564.12,330.90,13.39,17.15,1492.98,960.93,2.47,258.89,43.20,630.65,8.97,2318.63,4506.93,144.25,2223.47,11.68,187.36,71.54,4.94,33.83,15.81,38.51,114.97,93.12,109.77,26.83,17.92,14.26,0.17,4.71,8.71,3.52,5.75,7.47,1.01,12.27,3.10,1.84,,3.01,5.04,4.30,1.32,3.16,3.75,155.06,3.42,2.86,0.77,2.10,3.48,false
2024-07-04,1232.15,235.13,1141.53,1.19,1.61,12.49,4.63,2.32,0.08,4839.53,19330.03,562.27,417.17,1173.15,22990.09,22.93,1835.91,380.07,14.32,13.65,1820.03,823.18,1.59,173.60,15.77,407.02,6.39,1140.12,3503.05,30.13,1159.93,7.42,140.31,58.04,5.81,15.44,10.24,25.26,81.23,32.57,5.00,7.72,10.32,3.78,0.02,5.32,5.08,2.50,3.61,5.41,0.61,8.92,2.09,1.49,,2.19,3.27,3.03,0.65,2.22,2.62,124.16,2.53,2.12,0.57,1.48,2.51,false
2024-07-05,2913.13,389.52,1619.67,2.88,2.16,28.49,6.15,2.88,0.08,4143.38,16782.14,508.99,449.45,1588.15,20385.22,19.63,1592.36,329.36,12.26,17.11,1605.86,1296.68,2.24,164.46,29.13,589.89,9.10,1613.39,4173.12,198.07,3460.79,10.64,347.91,68.12,17.78,117.35,15.50,97.01,278.56,91.69,5.00,30.52,34.52,13.04,0.21,10.25,24.27,3.47,5.27,6.85,1.16,17.25,3.16,2.06,,3.13,5.13,3.68,1.22,3.57,5.26,151.35,3.86,2.90,0.92,2.33,3.64,false
2024-07-06,919.93,99.47,473.11,0.93,1.12,10.03,3.10,1.17,1.32,1593.56,6453.42,224.47,313.74,501.23,7852.40,7.51,686.27,128.07,168.31,6.08,604.02,363.14,0.70,99.72,9.34,167.15,3.03,587.76,1627.04,54.40,1525.27,3.76,108.29,24.61,1.97,35.39,10.18,35.85,83.34,22.48,178.37,6.57,4.03,3.29,0.01,2.46,2.58,1.63,2.02,3.12,0.52,6.50,1.35,0.91,,1.46,2.37,2.00,0.63,1.53,2.15,81.36,1.75,1.34,0.39,1.02,1.67,false
2024-07-07,1823.17,267.15,1851.38,1.43,1.71,14.62,5.09,2.64,0.08,4839.53,19449.97,567.30,439.36,1215.04,23398.63,22.93,2033.61,412.04,14.32,16.08,1821.37,993.62,1.87,173.60,35.20,524.85,8.08,1689.55,4318.10,37.20,2431.56,9.08,202.28,68.57,5.82,15.85,19.29,73.36,132.66,61.67,5.00,19.79,17.99,7.03,0.03,7.69,8.58,2.73,4.23,5.90,0.68,9.82,2.33,1.62,,2.38,3.59,3.19,0.76,2.46,2.84,147.68,2.77,2.29,0.63,1.65,2.73,false
2024-07-08,2109.08,341.73,2107.45,1.55,1.76,15.33,5.23,2.71,1000.08,4853.83,19741.23,585.15,461.25,1221.56,23825.06,23.50,1876.72,415.20,14.32,19.03,1834.55,1047.45,2.19,173.72,36.29,558.01,9.17,1738.80,4349.62,129.97,3169.66,9.88,247.05,74.17,11.16,16.72,25.28,75.31,171.27,74.98,5.00,27.38,20.80,9.07,0.03,8.50,10.60,2.91,4.45,6.28,0.71,10.24,2.47,1.68,,2.47,3.75,3.29,0.84,2.56,2.98,147.29,2.90,2.38,0.66,1.72,2.85,false
2024-07-09,2264.19,334.93,1553.01,1.47,1.88,14.35,5.40,2.62,1000.43,4841.85,19752.57,578.91,499.00,1199.89,24094.98,22.93,1989.21,381.21,30.59,21.01,1828.86,1111.15,2.09,197.93,35.72,531.30,8.41,1714.88,4290.01,70.17,4133.29,10.43,241.73,72.02,6.63,18.19,44.72,90.69,168.60,96.14,73.76,37.93,21.38,17.83,0.43,8.02,11.81,2.98,4.52,6.37,0.73,10.70,2.53,1.76,,2.64,4.05,3.52,0.89,2.70,3.22,144.91,3.05,2.51,0.68,1.86,3.04,false
2024-07-10,2251.31,238.17,4122.20,1.68,2.67,31.69,8.59,4.06,1007.02,2891.02,11963.58,377.37,744.78,899.79,14747.60,2279.70,1289.58,234.51,773.46,22.50,1119.58,1219.25,2.28,131.57,29.81,627.27,5.84,1984.54,5806.43,154.65,2847.37,10.01,210.38,42.96,27.72,23.65,15.35,78.29,163.79,83.78,442.42,32.25,27.52,12.87,0.09,11.67,15.45,7.54,7.58,10.86,1.23,18.11,4.65,2.97,0.00,4.63,7.69,7.76,2.37,4.45,4.46,175.06,4.99,4.59,1.11,3.29,5.31,false
2024-07-11,1942.07,313.60,1883.17,1.44,1.53,13.89,4.75,2.55,1000.07,4094.99,16765.46,500.90,409.08,1048.03,20583.65,19.40,1588.61,324.95,12.11,18.00,1543.70,994.70,2.00,154.39,31.85,544.49,7.75,1461.13,4431.29,40.82,3820.05,8.43,182.36,66.47,4.98,14.44,9.83,61.03,114.94,89.34,5.00,37.12,21.63,10.50,0.04,9.43,11.89,2.62,4.36,5.67,0.66,9.46,2.30,1.54,,2.26,3.47,2.93,0.78,2.40,2.70,135.96,2.66,2.17,0.61,1.62,2.62,false
2024-07-12,2438.38,347.35,2955.08,1.51,1.62,14.92,5.09,2.60,1000.07,4213.02,17386.10,521.88,428.32,1096.70,21242.65,20.68,1646.13,378.82,12.40,19.91,1597.90,1055.21,2.15,150.56,35.11,555.64,9.11,1589.17,4678.42,40.51,4092.67,9.18,294.24,73.64,24.30,15.40,30.16,119.57,218.87,95.76,5.00,36.49,21.94,14.29,0.04,9.64,11.27,2.76,4.29,5.94,0.66,9.56,2.34,1.56,,2.29,3.50,3.00,0.77,2.41,2.78,133.82,2.73,2.22,0.62,1.63,2.67,false
2024-07-13,2026.52,386.85,2179.18,1.56,1.67,14.36,4.97,2.51,1000.44,4591.39,18697.77,544.62,443.34,1147.63,22270.25,1487.09,1774.98,366.35,21.79,19.75,1723.66,972.84,2.37,166.19,26.97,568.27,8.68,1668.63,4064.14,201.43,3301.93,10.20,201.67,68.56,6.40,18.07,23.86,52.51,131.58,84.19,9.25,37.73,24.09,10.91,0.04,8.00,15.01,3.00,4.77,6.43,0.75,11.02,2.61,1.73,0.00,2.57,4.00,3.39,0.96,2.70,2.99,148.45,3.01,2.47,0.68,1.82,2.98,false
2024-07-14,2234.63,334.01,1647.79,1.59,1.81,15.70,5.23,2.57,1000.08,4859.95,19770.10,570.92,457.01,1261.77,23936.62,23.75,1897.79,430.65,14.32,17.72,1839.82,1142.64,2.25,165.96,46.52,537.85,10.10,1666.71,4191.77,46.69,2954.99,10.73,258.04,81.43,13.40,21.74,41.28,104.54,174.78,87.50,11.00,28.04,21.51,11.12,0.03,8.80,9.37,2.97,4.24,6.29,0.72,10.56,2.49,1.69,0.00,2.50,3.81,3.28,0.80,2.60,3.10,144.13,2.96,2.42,0.67,1.72,2.88,false
2024-07-15,2002.71,282.00,1429.44,1.28,1.41,14.10,4.27,2.18,1000.06,3886.43,15880.48,445.11,365.10,1032.83,18471.65,4170.95,1503.85,360.96,10.95,17.97,1454.75,950.31,2.95,125.92,48.90,828.47,14.88,2506.42,4398.03,30.81,3327.42,14.12,200.30,72.53,14.40,11.85,30.43,82.44,126.16,83.36,5.00,32.47,22.78,9.01,0.05,7.71,9.23,3.14,5.93,7.49,1.09,12.22,2.83,1.70,0.00,2.83,4.49,3.45,1.21,3.12,3.48,138.31,3.43,2.81,0.74,1.84,3.34,false
2024-07-16,2090.78,230.64,1556.75,1.31,1.53,23.13,4.82,2.49,1000.34,3826.00,15904.41,609.07,422.12,1041.80,18638.39,464.48,1530.27,367.12,15.78,18.23,1481.62,856.93,1.98,147.92,32.12,558.03,8.54,2002.16,3502.33,64.71,2430.71,10.21,193.65,55.90,6.31,29.70,50.19,79.44,136.88,92.93,76.55,37.70,28.67,12.83,0.56,7.07,17.78,3.96,5.79,7.97,1.14,13.95,3.52,2.28,0.00,3.66,5.60,5.06,1.57,3.53,4.10,138.34,3.65,3.33,0.91,2.42,3.96,false
2024-07-17,2322.74,276.22,2633.21,1.38,1.58,14.18,4.61,2.39,1000.08,4574.15,18419.40,549.22,422.69,1160.51,22177.86,21.68,1748.42,359.59,13.53,15.80,1726.11,1003.47,2.66,173.85,40.95,751.53,13.27,2432.11,4185.31,37.25,3857.61,44.09,247.04,68.61,5.50,12.81,44.23,115.80,177.44,87.01,5.00,25.90,23.25,7.88,0.05,8.32,9.91,3.18,5.79,7.26,1.02,11.94,2.86,1.83,0.00,2.89,4.53,3.63,1.14,3.14,3.48,144.00,3.45,2.84,0.77,1.94,3.38,false
2024-07-18,2320.42,341.51,2589.95,1.30,3.16,14.27,5.12,2.32,1.13,4446.73,18497.81,560.57,428.79,1172.29,22451.76,21.79,1750.12,499.88,13.09,24.37,1691.47,1092.05,2.53,163.42,45.65,651.36,11.14,2036.41,4469.35,28.86,5398.43,10.51,274.41,87.24,12.93,12.34,11.42,97.41,185.38,87.92,10.00,40.37,18.19,9.83,0.03,4.18,8.11,3.18,5.07,7.08,0.91,11.01,2.73,1.74,0.00,2.76,4.28,3.58,1.03,2.89,3.34,138.74,3.26,2.73,0.67,1.79,3.21,false
2024-07-19,2133.76,323.62,2787.33,1.28,2.38,12.92,4.77,2.25,1000.80,4552.47,18524.92,534.77,413.32,1117.43,21741.19,2175.19,1773.63,359.94,13.21,20.73,1699.93,1088.54,2.84,163.55,41.17,676.94,10.85,2135.81,4316.47,97.04,3686.76,11.76,240.51,68.92,18.91,12.98,24.30,115.00,170.51,87.83,11.99,35.05,20.43,16.35,0.30,4.94,10.16,3.05,5.35,7.15,0.97,11.98,2.74,1.75,0.00,2.81,4.41,3.57,1.11,2.96,3.55,148.26,3.29,2.71,0.72,1.84,3.26,false
2024-07-20,1718.28,250.98,2254.75,1.10,2.77,10.58,4.08,1.89,1001.08,3722.80,15186.96,478.17,336.45,928.55,17915.21,17.64,1440.62,294.63,11.01,18.72,1415.16,809.63,2.15,162.60,37.38,532.25,8.81,1999.18,3203.72,75.29,2695.18,9.04,130.87,56.95,4.48,10.67,8.16,32.11,73.14,82.71,5.00,44.72,22.65,10.20,0.06,4.65,10.21,2.52,4.37,5.76,0.79,9.42,2.24,1.43,0.00,2.26,3.55,2.90,0.88,2.39,2.79,135.76,2.66,2.20,0.58,1.47,2.61,false
2024-07-21,1967.76,176.87,1265.01,1.28,2.53,13.49,6.51,2.21,1010.00,2979.16,13982.55,431.12,719.96,886.63,32587.22,15014.11,1523.00,246.68,223.36,14.27,6763.67,783.03,1.50,426.48,33.72,455.08,6.83,2126.25,3350.39,130.23,2805.12,13.09,187.09,46.01,8.33,59.57,6.24,30.26,140.39,71.96,510.69,18.79,21.73,10.90,0.16,6.01,12.77,4.82,6.02,8.92,159841.27,13.99,3.53,2.16,0.00,4.04,6.59,6.12,2.04,3.96,3.96,158.47,4.36,3.82,1.02,2.98,4.57,false
2024-07-22,2007.87,306.47,2479.40,1.56,3.93,14.82,5.05,2.46,1001.78,3778.80,15488.78,487.10,369.12,1004.53,35888.83,17993.72,1468.48,347.87,10.77,17.81,7025.14,981.93,2.72,163.07,48.25,752.73,12.45,2597.85,4111.24,125.93,2525.03,16.97,175.91,72.56,13.71,12.78,10.80,45.76,101.83,86.13,5.00,40.81,28.24,11.14,0.08,9.25,12.83,3.17,5.59,7.18,159841.00,11.79,2.75,1.70,0.00,2.70,4.31,3.39,1.16,2.95,3.35,159.98,3.26,2.69,0.74,1.85,3.17,false
2024-07-23,2527.91,266.47,1835.77,1.60,3.77,15.27,7.12,2.65,1002.63,4487.68,18137.28,556.40,795.91,1184.42,39902.85,15021.98,1917.85,394.64,153.41,17.72,7300.51,1003.66,2.04,228.41,35.60,560.55,9.51,1927.77,4430.61,79.39,1847.07,14.99,258.51,78.02,12.95,13.18,11.93,69.08,178.82,116.86,505.28,31.09,21.59,28.60,0.06,8.38,11.19,3.97,5.55,8.22,159841.18,12.65,3.09,2.11,0.00,3.46,5.36,4.64,1.45,3.52,3.75,137.89,4.23,3.28,0.90,2.45,3.94,false
2024-07-24,2306.16,234.47,2209.15,1.63,7.87,15.18,6.44,2.69,1004.40,4490.41,18031.52,527.78,389.79,1154.98,39482.73,15379.44,1712.47,352.81,13.25,20.06,7299.53,865.63,1.78,164.14,36.90,488.14,7.68,1675.70,3358.62,34.35,2828.41,12.74,262.50,76.00,5.64,20.72,9.33,27.80,185.59,91.98,14.45,42.15,20.36,10.83,0.09,6.47,11.44,3.28,4.54,6.66,159840.81,10.92,2.66,1.79,0.00,2.68,4.24,3.72,0.94,2.76,3.22,133.38,3.10,2.69,0.68,1.88,3.05,false
2024-07-25,1666.46,279.80,1390.43,1.78,1.63,14.85,4.96,2.46,1000.08,4487.68,18087.48,541.93,416.18,1116.59,39397.91,15021.98,1716.86,395.08,13.21,17.30,7305.80,940.67,2.40,163.50,28.24,637.72,11.57,1835.85,3821.90,37.45,684.13,14.53,140.61,68.10,12.97,13.67,13.35,42.71,70.86,91.01,5.00,49.02,22.10,12.45,0.07,9.01,10.93,2.97,5.07,6.73,159840.82,10.98,2.58,1.66,0.00,2.55,3.96,3.16,0.92,2.79,3.18,106.89,3.06,2.49,0.70,1.82,2.94,false
2024-07-26,1733.54,430.45,1392.64,1.82,1.74,14.98,5.16,2.59,1000.08,4487.94,18092.35,542.75,432.55,1128.21,39427.39,15021.98,1717.31,395.74,13.21,18.40,7296.70,994.42,2.81,163.43,32.60,641.40,10.53,2130.54,3901.18,295.36,1056.54,14.81,147.96,68.54,12.99,15.72,14.51,43.46,77.72,85.92,5.00,36.46,32.12,11.48,0.03,9.94,19.34,3.07,5.20,6.77,159840.81,11.52,2.71,1.75,0.00,2.56,4.04,3.20,1.00,2.75,3.13,130.57,3.10,2.43,0.73,1.80,2.98,false
2024-07-27,2196.09,497.89,1936.47,2.21,2.23,19.12,6.78,3.01,1000.61,4445.49,18402.65,591.59,527.79,1235.63,39613.32,15023.94,1811.39,528.83,36.78,20.84,7310.88,1263.33,3.20,163.84,33.05,751.57,14.50,2176.44,5001.68,191.18,975.59,16.41,258.31,90.07,35.73,18.90,34.43,119.61,164.26,95.66,72.19,35.76,33.60,16.98,0.27,13.43,18.26,3.67,5.45,7.98,159840.88,12.78,2.98,1.92,0.00,2.90,4.57,3.66,1.11,3.07,3.73,124.68,3.59,2.76,0.85,2.09,3.42,false
2024-07-28,2880.04,303.83,1370.84,1.47,1.59,13.94,4.76,2.43,1000.08,4487.68,18084.94,542.09,395.02,1064.76,21246.59,21.98,1716.65,391.97,13.21,19.84,1711.03,941.30,1.99,163.55,51.07,511.88,8.81,1977.93,3802.53,39.70,1791.44,12.99,347.62,73.10,45.74,13.96,12.63,191.47,272.63,119.74,15.00,47.57,26.51,14.31,0.10,9.88,13.40,2.63,4.02,5.84,0.69,9.43,2.22,1.49,0.00,2.20,3.33,2.87,0.77,2.27,2.85,143.91,2.61,2.09,0.65,1.55,2.52,false
2024-07-29,2334.77,297.77,1659.06,1.49,1.56,13.79,4.70,2.41,1000.08,4487.68,18084.94,542.09,394.29,1063.24,21245.45,21.98,1716.65,391.60,13.21,19.12,1706.83,971.66,1.93,163.53,38.08,513.08,8.69,2081.96,3791.28,129.25,1333.48,23.52,240.42,63.56,12.95,13.60,18.64,115.57,175.26,104.65,9.50,44.67,27.42,27.65,0.09,9.83,13.84,2.63,4.08,5.83,0.69,9.48,2.22,1.49,0.00,2.19,3.34,2.85,0.82,2.27,2.79,138.78,2.61,2.08,0.65,1.55,2.51,false
2024-07-30,2134.79,278.86,1692.57,1.57,1.63,14.90,4.90,2.42,1000.08,4487.68,18084.97,542.09,397.84,1068.55,21250.05,21.98,1716.65,391.85,13.21,18.31,1704.70,939.59,1.89,163.52,38.22,501.33,8.75,2068.99,3667.86,42.97,1443.46,23.58,200.56,62.86,12.96,30.64,11.91,59.76,136.11,97.52,5.00,40.21,26.06,26.97,0.09,9.81,12.52,2.68,4.07,5.89,0.72,9.96,2.26,1.52,0.00,2.24,3.44,2.90,0.81,2.34,2.97,143.81,2.68,2.13,0.67,1.59,2.56,false
2024-07-31,2287.58,262.18,2361.23,1.37,1.54,13.20,4.62,2.32,1000.08,4487.68,18083.63,541.87,386.39,1056.20,21175.89,21.98,1716.53,391.42,13.21,17.63,1701.69,953.22,1.75,163.51,42.43,460.09,9.07,1963.96,3824.17,35.79,1453.25,39.12,242.04,63.77,12.94,13.28,32.81,88.27,176.68,91.35,10.00,34.54,23.04,22.54,0.07,8.70,10.62,2.50,3.70,5.54,0.64,8.91,2.08,1.42,0.00,2.08,3.14,2.75,0.72,2.12,2.66,139.31,2.47,1.98,0.61,1.45,2.37,false
2024-08-01,2225.15,283.23,2274.15,1.47,1.56,13.81,4.73,2.42,1000.08,4487.76,18097.16,544.69,393.91,1063.53,21250.58,22.06,1717.78,502.48,13.21,18.40,1704.70,944.65,1.88,163.52,45.00,500.46,8.73,2058.14,3989.07,62.52,1507.88,8.40,209.10,68.29,13.05,13.76,12.68,82.77,139.20,106.13,5.00,40.72,26.11,25.27,0.09,9.78,12.60,2.61,4.00,5.78,0.68,9.37,2.20,1.48,0.00,2.17,3.30,2.84,0.78,2.24,2.77,140.55,2.58,2.07,0.64,1.53,2.48,false
2024-08-02,3119.18,337.34,2072.52,2.15,2.14,19.26,5.98,2.85,1000.58,4653.08,18867.14,543.02,453.08,1235.63,21550.21,4196.79,1987.64,420.75,36.15,23.52,1744.25,1333.38,2.45,164.07,41.51,650.41,12.90,2461.80,4557.59,93.02,2347.41,44.78,361.21,68.49,16.65,41.48,105.97,217.06,291.03,136.36,76.71,55.05,32.67,42.31,0.67,10.62,17.95,3.27,5.09,7.16,0.93,14.05,2.87,1.89,0.00,2.89,4.55,3.60,1.10,3.08,4.17,153.40,3.41,2.66,0.88,2.09,3.33,false
